PCA_1,PCA_2
3.893632533524599,-1.333478787768163
1.6913965924535832,-1.6472038898413133
-0.44845252034543537,-1.5989879339949467
0.5716813964032753,-1.380283785536359
-2.003837120390283,-1.5621608038492252
2.9910053158113703,-1.4371769684328262
0.4093231807015454,-1.5000937656983149
-1.732335075317214,-1.7406092294036768
-3.8499942230619104,-1.6721622980977704
-0.8581794245210078,-1.9999522475227847
0.043119050922321794,-1.792911105053934
2.326353273048854,-1.42717579191739
2.324288955597447,-1.4845946677473
-0.5414153662919443,-1.8182457212614975
-1.15179326721842,-1.6516379389514677
-1.4725226761870025,-1.8903977873449285
-0.31651487700216124,-1.7241292940434074
-0.2589734299785119,-1.6726057547486133
-0.11681346003302417,-1.736871046494429
-1.486078244900928,-1.781297705322247
-1.2285341612410259,-1.5472053138667552
-0.12225838588871193,-1.5838002756997456
4.092946356290451,-1.3735612567506472
4.444549195870405,-1.2761829394020898
3.916246826208751,-1.0435099238069494
4.43285854139124,-1.1970425362270032
1.2731003570269463,-1.7494916126528457
-3.6783466348335714,-1.6078925918584195
-5.082406273295336,-1.7234149361419633
-3.815328353894666,-1.561428302174887
-2.020792130961007,-1.392463004345834
0.6102818369376376,-1.3727829922772365
3.200406664216256,-0.9244653140642459
3.600319389784577,-1.085144284050531
3.7891245200892643,-1.0696957822381763
3.1058952079662965,-1.4232217179525053
-1.1646316880298704,-1.6663381482882826
-3.826811587529138,-1.2624849321888025
-3.5430399960769114,-1.6047618360485538
-1.8527503260447766,-1.9234438331708346
-1.0617037191974261,-1.7527370310849275
-1.73874701788523,-1.3650594142592987
-1.5932259226914156,-1.2530611655022463
2.436910573562319,-1.2976305381092053
3.151543185206336,-1.1467864509977534
2.7360075509153896,-1.305993993912838
3.3005122693117626,-1.1797526569359562
3.540014288709309,-1.208795143320223
1.5999727091643996,-1.057788766033945
1.226938479265497,-1.145001461988908
-0.4405389975493528,-1.0721345174809498
-2.169410331363494,-1.1503933986273267
1.4777904818840983,-1.251851366321952
0.6332140009274466,-1.331664338460822
-0.5052557075021806,-1.340990436210753
-1.5361576697412913,-1.4356887003405636
-2.2696767287102197,-1.3644482359344217
-3.366578954216371,-1.7792439096476553
-4.211965141769781,-1.6438252655337113
-2.985644837506007,-1.3939003235913736
-2.5541528951094636,-1.5026322703073753
-1.861279076091754,-1.7345905395712697
-1.646929911739409,-1.2683641675598492
-0.573924424002172,-1.2616985667052794
-0.37546522253758435,-1.3850252635462816
0.39383248248604413,-1.4664303707057849
0.13866445826122153,-1.1683819848291694
-0.41657111750455184,-1.1423726390738302
0.9360713928609287,-1.0013414190120906
2.510834327705787,-1.0570442851675945
4.412879730682626,-0.9394625917076781
4.307061586657752,-0.8460276859060509
3.4786072594837707,-1.004680093462083
1.7115054883015126,-1.011693739289494
0.22434842834291463,-1.0647349152309473
0.43698579714285984,-0.6576914237859023
0.7017039918606821,-0.7888485692693207
-2.740042174788813,-1.1163074617903748
-3.5860783717689273,-1.355791705016001
-5.207737393655192,-1.2167783945487536
-1.657133001113052,-1.1341090631777464
4.438532101562839,-0.7077037870666751
3.0213320394123224,-0.9554219714643025
3.135353479025944,-0.7990130494913835
4.001566910900267,-0.7198141405786879
0.37905189180354787,-1.1834604224786547
-0.14248254075662567,-1.1994983822740806
-1.1095034001313238,-1.0411489187170797
-0.4502931688907819,-1.3513833190342375
1.197238874332032,-1.0374305997561515
-0.3519488151647889,-1.042443992211578
-2.442288100740965,-1.8800425433877552
-3.1194270136404865,-1.626599352026471
-2.723148311695654,-1.1972087504941233
-3.6507096820801483,-1.4397955265267313
-3.1419520263865923,-1.3510596600994695
-2.7334323537359757,-1.2369708294538033
2.49782775288142,-0.5800634311855175
3.598807806440907,-0.711803380956576
1.5720089144478633,-0.6961706474110543
0.3291832681756216,-0.7713457353412702
-1.9044558117523587,-0.8702705218907124
-1.045387238583393,-1.075814858026605
-0.7053296312400247,-1.1658549028050598
1.0452046953377894,-0.5740243073454039
1.0097454195129918,-0.8509989271768137
2.717000565490105,-0.6256461293581507
3.3163756287314086,-0.3571322773491912
4.0438311911563565,-0.6811963428226303
0.32367568605378144,-1.3629740306251366
-0.6887904127283245,-1.1886611483304503
1.1711192167533597,-0.8685586034496496
-0.673224114571043,-0.9264206425710572
-0.14300661949880725,-0.774838288320777
-0.663901363548327,-0.8566166674646705
1.1417002328579586,-0.9525891460879772
-1.3875074188272973,-1.150478791528483
-3.3549002573845046,-1.3371039134687794
-3.4428005864991422,-1.2548690036955967
