PCA_1,PCA_2
-1.886278871019955,-0.9972817199852008
-0.13268211755216494,-1.34350349344855
-1.0262313758894666,1.4084575891835014
1.8509372751853532,1.972960440502054
-0.8695409525888574,0.9971087431634461
3.0062022425099686,-0.5006479432154384
0.8816636942796151,-1.5046238055176797
-1.9661162866172344,0.4541633221604371
1.4858288348926965,-0.3872089513805178
1.4231402481331317,3.0297910689114094
-0.38607408349779665,-1.6374307600124811
-0.1844564653950568,-1.424873595745959
1.1780022289746788,1.9990212663041038
2.279824178533104,-1.0382883859710181
-2.244771116425369,-0.02419787959113295
0.4547758817827275,1.89782248721834
0.04153578191821187,1.167154739131712
-0.827858866348906,1.0565202685529105
-1.4842465345860536,-0.018554130000365054
-0.26425545657852795,-0.4977237011589223
-2.5864840900812953,0.9547568570425936
-0.631315657809883,-1.6104600816052357
0.9637163044657472,-1.5358142749324386
-1.0128230772855298,0.5921301858766485
0.06321284591346245,2.427355588378571
-1.9263511467392571,1.348354877134942
-0.47286104660051004,-2.0175621830059534
-0.13534647546620918,1.9790577831126444
4.662363135744768,-0.01739637049742704
0.7701188836763023,-1.5937698736074664
-2.7456529786758637,1.8492388512837583
-1.7850940045957329,2.651946479773663
1.9276869730406743,-0.6617650838289676
-0.5313636007299667,0.843639946094276
0.46779641739909117,1.8771266155921411
1.512908513877423,0.01440388873433148
1.359806253999923,-0.53135537779561
4.634391126582739,-0.08222450233739707
1.4900040577058926,0.29919741503037034
-1.7427469820881705,-0.9736106820356246
-1.2747117951911628,0.054386148205579
-1.4115396996621765,-0.3454351913410175
3.206465889022986,-0.5128367862730815
-0.04011710622689481,-0.8719848809335052
6.194822306378498,-0.16608243884297968
-2.1061764071872657,-2.167812057208961
4.1829871205504565,-0.5351647398195788
-1.3979775181205436,1.3416332177636539
-1.2171902961635883,1.9633029423227348
-0.30369130422891655,2.0761097479488786
2.3959005688344583,0.4940347023061437
-1.4131966903239528,-1.0677449610434904
-1.457275762360616,0.6739879585509712
0.7111967479016871,-1.7255161311427596
-1.9715705529355718,0.7710412613406898
-1.507502410919678,0.09514139493183241
-0.5845880416714535,0.018207970105950783
0.6745851355757803,0.8283423451217483
-1.813342483360739,-1.1853355669942303
0.32915698020600515,1.608687586576939
-0.9153849110718444,1.42277712966946
2.0552320422693753,-1.4025164475336906
-1.5644055957795338,1.2482429505013586
-0.42867684271116113,-0.254400336348396
0.6727043564734005,-0.41036675147487955
1.997104240630132,-1.2306081614184463
5.26857138323785,-0.52836247240908
-2.374678447679363,1.1826447434435101
-2.17963106467648,0.30433498907567136
-1.2576230475073271,-2.085093750866642
0.8048911318511761,-1.6861607762202622
-1.875819563718509,0.6108766893844791
-0.669386476804233,-1.5719848421018197
1.6338401156519993,1.6846954320520127
-1.4653609401204781,0.30430868236083364
2.674754388439021,-0.9036017684637879
0.0949455053714952,-1.2342625748567568
-2.1022226258394916,0.5359192788413248
2.8963986822771504,-0.6521785495816795
0.6999352543019403,3.4137448997468525
1.9494631908556892,2.1905287953227885
3.0038015630134893,0.6799504005383559
0.08760265798202314,-1.3892355354161476
-1.0889978947580636,0.3070312622163569
3.1475524799121204,-0.8916990046876555
-2.471527910624784,0.2684294802489469
0.3619727999478763,-1.7751054608712218
4.109776505831281,0.4124354751849422
-1.2461209037091172,3.0283410114333003
-1.3601343607000587,-1.0063318287660568
-1.1416257364840674,1.2974775898884638
-1.0921854333178407,1.252219802793727
-0.957126682215721,-1.899520944607067
2.3608850681964544,-1.4893743951352045
-0.41596791781435105,2.2347385103533934
-0.11409558603503688,-2.042357773293685
0.8169087925330999,0.6571039668241019
-1.870584504083606,-1.6661466066230592
2.8000592522986976,-0.9599998592882768
-1.316002086040522,-0.08318723290601313
-0.729514639071195,0.6940294385180193
1.8764565513628155,-1.3067944326049132
-2.436898961308201,-0.3877970501858182
0.8153236752832195,-1.2455904046747595
-2.7322026360335063,0.22213301780966704
0.6414089830214249,-1.5528767727378752
-1.0993743141070926,-1.7480358161048681
0.8637440774735218,3.7834170475918767
4.702103855730002,-0.34390496450930597
-1.4501924905393713,1.2552516212197349
1.7196039710160134,-1.4433916496893986
1.1564688358570625,-0.42716753192614515
-0.2761754274424225,-0.6218573098216453
2.8066850693081205,-0.9692613073195099
2.614511865601669,-0.6256452192095459
1.9599541046596016,-0.07827438186890878
2.7552360517201424,-0.07879769710145879
-3.058682127044984,-0.4441530373174249
-1.6737062284926933,-0.8533585565519302
0.35040807865432344,3.1015337239306597
-1.5767786704023943,-1.7968574112509674
-1.9489375361878418,-0.46223853702146683
-0.1622093421351331,-1.2303689204907153
2.3189114757732887,-0.6435319700089434
